,610,610_end,weekday,dayofweek,hour,minute,day,holiday,freetaxi,559,560,561,609,611,659,660,661,559_end,560_end,561_end,609_end,611_end,659_end,660_end,661_end
2019-12-01 14:45:00,0,0,0,6,14,45,1,0,48,0,0,0,9,0,2,2,0,0,0,0,0,0,0,2,1
2019-12-01 15:00:00,0,0,0,6,15,0,1,0,65,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3
2019-12-01 15:15:00,0,0,0,6,15,15,1,0,72,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,2
2019-12-01 15:30:00,0,0,0,6,15,30,1,0,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01 15:45:00,0,0,0,6,15,45,1,0,30,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2
2019-12-01 16:00:00,0,0,0,6,16,0,1,0,33,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0
2019-12-01 16:15:00,0,0,0,6,16,15,1,0,47,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2019-12-01 16:30:00,0,0,0,6,16,30,1,0,58,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
2019-12-01 16:45:00,0,0,0,6,16,45,1,0,66,0,0,0,1,3,0,0,2,0,0,0,0,0,2,0,0
2019-12-01 17:00:00,0,0,0,6,17,0,1,0,37,0,3,2,3,0,0,0,0,0,0,0,0,0,0,2,1
2019-12-01 17:15:00,0,0,0,6,17,15,1,0,71,0,0,0,3,0,0,0,2,0,0,0,1,0,1,0,2
2019-12-01 17:30:00,0,0,0,6,17,30,1,0,82,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,4
2019-12-01 17:45:00,0,0,0,6,17,45,1,0,20,0,0,0,0,2,0,2,0,0,0,0,1,0,2,1,0
2019-12-01 18:00:00,1,0,0,6,18,0,1,0,57,0,0,1,3,1,0,3,1,0,0,0,1,1,0,3,0
2019-12-01 18:15:00,0,1,0,6,18,15,1,0,74,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
2019-12-01 18:30:00,0,0,0,6,18,30,1,0,44,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2
2019-12-01 18:45:00,0,0,0,6,18,45,1,0,36,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0,0
2019-12-01 19:00:00,0,0,0,6,19,0,1,0,43,0,0,0,0,0,1,0,1,0,0,0,0,0,10,2,1
2019-12-01 19:15:00,0,0,0,6,19,15,1,0,42,0,0,2,1,0,0,0,3,0,0,0,0,0,8,0,3
2019-12-01 19:30:00,1,1,0,6,19,30,1,0,71,1,0,2,5,0,0,4,3,0,0,0,0,0,4,4,1
2019-12-01 19:45:00,0,0,0,6,19,45,1,0,59,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3
2019-12-01 20:00:00,0,0,0,6,20,0,1,0,28,0,0,1,0,1,0,0,2,0,0,0,3,0,3,1,5
2019-12-01 20:15:00,0,0,0,6,20,15,1,0,34,0,0,1,0,0,0,1,3,0,0,0,0,0,2,0,2
2019-12-01 20:30:00,0,0,0,6,20,30,1,0,57,0,0,0,1,0,0,0,2,0,0,0,0,0,8,0,0
2019-12-01 20:45:00,0,0,0,6,20,45,1,0,38,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0
2019-12-01 21:00:00,0,0,0,6,21,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
2019-12-01 21:15:00,0,0,0,6,21,15,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-12-01 21:30:00,0,0,0,6,21,30,1,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2019-12-01 21:45:00,0,0,0,6,21,45,1,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01 22:00:00,0,0,0,6,22,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-12-01 22:15:00,0,0,0,6,22,15,1,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2019-12-01 22:30:00,0,0,0,6,22,30,1,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01 22:45:00,0,0,0,6,22,45,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-12-01 23:00:00,0,0,0,6,23,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2019-12-01 23:15:00,0,0,0,6,23,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-12-01 23:30:00,0,0,0,6,23,30,1,0,19,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2
2019-12-01 23:45:00,0,0,0,6,23,45,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0
2019-12-02 00:00:00,0,0,1,0,0,0,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
2019-12-02 00:15:00,0,0,1,0,0,15,2,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0
2019-12-02 00:30:00,0,0,1,0,0,30,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1
2019-12-02 00:45:00,0,0,1,0,0,45,2,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
2019-12-02 01:00:00,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2019-12-02 01:15:00,0,0,1,0,1,15,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2019-12-02 01:30:00,0,0,1,0,1,30,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02 01:45:00,0,0,1,0,1,45,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02 02:00:00,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02 02:15:00,0,0,1,0,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02 02:30:00,0,0,1,0,2,30,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2019-12-02 02:45:00,0,0,1,0,2,45,2,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2019-12-02 03:00:00,0,0,1,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2019-12-02 03:15:00,0,0,1,0,3,15,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2019-12-02 03:30:00,0,0,1,0,3,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
2019-12-02 03:45:00,0,0,1,0,3,45,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019-12-02 04:00:00,0,0,1,0,4,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2019-12-02 04:15:00,0,0,1,0,4,15,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2019-12-02 04:30:00,0,0,1,0,4,30,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019-12-02 04:45:00,0,0,1,0,4,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02 05:00:00,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02 05:15:00,0,0,1,0,5,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-12-02 05:30:00,0,0,1,0,5,30,2,0,17,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
2019-12-02 05:45:00,0,0,1,0,5,45,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2019-12-02 06:00:00,0,0,1,0,6,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019-12-02 06:15:00,0,0,1,0,6,15,2,0,33,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0
2019-12-02 06:30:00,0,0,1,0,6,30,2,0,53,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0
2019-12-02 06:45:00,0,0,1,0,6,45,2,0,35,0,0,0,1,0,0,0,3,0,1,4,0,5,1,1,1
2019-12-02 07:00:00,0,0,1,0,7,0,2,0,32,0,0,0,0,0,0,0,3,5,2,2,0,1,1,1,1
2019-12-02 07:15:00,0,4,1,0,7,15,2,0,74,0,0,1,0,0,1,0,2,1,10,2,2,11,1,3,4
2019-12-02 07:30:00,0,0,1,0,7,30,2,0,101,0,0,0,0,0,1,0,5,2,4,3,3,1,0,2,3
2019-12-02 07:45:00,0,4,1,0,7,45,2,0,185,0,0,0,0,1,0,0,3,4,4,9,3,2,3,5,6
2019-12-02 08:00:00,0,6,1,0,8,0,2,0,161,0,0,0,0,0,3,0,3,4,3,9,3,4,1,0,2
2019-12-02 08:15:00,0,7,1,0,8,15,2,0,193,0,0,0,0,0,2,2,1,1,7,2,3,3,2,2,1
2019-12-02 08:30:00,4,0,1,0,8,30,2,0,247,0,0,0,2,0,2,0,2,0,6,2,0,0,0,1,1
2019-12-02 08:45:00,0,13,1,0,8,45,2,0,232,0,0,0,0,1,0,1,0,0,6,0,1,3,1,0,0
2019-12-02 09:00:00,0,3,1,0,9,0,2,0,176,0,0,0,0,0,0,2,3,0,3,2,0,3,0,3,6
2019-12-02 09:15:00,0,1,1,0,9,15,2,0,156,0,0,1,0,0,1,0,0,0,1,1,0,1,1,6,1
2019-12-02 09:30:00,0,0,1,0,9,30,2,0,73,0,0,0,0,1,0,2,0,1,1,2,0,2,1,1,2
2019-12-02 09:45:00,0,1,1,0,9,45,2,0,78,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
2019-12-02 10:00:00,0,0,1,0,10,0,2,0,74,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
2019-12-02 10:15:00,0,2,1,0,10,15,2,0,53,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2
2019-12-02 10:30:00,0,0,1,0,10,30,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-12-02 10:45:00,0,0,1,0,10,45,2,0,59,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
2019-12-02 11:00:00,1,0,1,0,11,0,2,0,15,0,0,0,2,0,0,0,1,0,0,1,0,0,1,2,0
2019-12-02 11:15:00,1,0,1,0,11,15,2,0,29,0,1,0,0,0,1,0,5,0,3,0,0,0,0,2,1
2019-12-02 11:30:00,1,1,1,0,11,30,2,0,18,0,0,0,1,1,2,1,0,0,0,0,0,1,0,2,0
2019-12-02 11:45:00,0,0,1,0,11,45,2,0,56,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
2019-12-02 12:00:00,1,0,1,0,12,0,2,0,67,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1
2019-12-02 12:15:00,2,1,1,0,12,15,2,0,33,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,3
2019-12-02 12:30:00,0,3,1,0,12,30,2,0,45,0,1,1,1,1,3,0,0,0,2,0,0,0,0,0,1
2019-12-02 12:45:00,0,0,1,0,12,45,2,0,27,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2019-12-02 13:00:00,1,0,1,0,13,0,2,0,42,0,0,1,1,0,0,0,1,0,1,2,1,0,1,0,1
2019-12-02 13:15:00,0,1,1,0,13,15,2,0,45,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0
2019-12-02 13:30:00,0,0,1,0,13,30,2,0,76,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3
2019-12-02 13:45:00,2,0,1,0,13,45,2,0,26,0,3,0,0,0,0,0,1,0,0,1,1,2,0,1,1
2019-12-02 14:00:00,0,0,1,0,14,0,2,0,34,0,0,0,4,0,0,1,2,0,0,0,0,0,1,2,0
2019-12-02 14:15:00,0,0,1,0,14,15,2,0,50,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1
2019-12-02 14:30:00,0,0,1,0,14,30,2,0,59,0,1,2,1,0,0,2,0,0,0,0,1,0,0,0,0
2019-12-02 14:45:00,0,1,1,0,14,45,2,0,53,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2019-12-02 15:00:00,0,1,1,0,15,0,2,0,78,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-12-02 15:15:00,0,1,1,0,15,15,2,0,22,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,1
2019-12-02 15:30:00,3,0,1,0,15,30,2,0,34,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,1
2019-12-02 15:45:00,3,0,1,0,15,45,2,0,46,0,0,2,1,0,1,3,2,0,0,0,0,0,2,0,2
2019-12-02 16:00:00,0,1,1,0,16,0,2,0,56,2,0,2,0,6,0,0,0,0,0,0,0,0,0,3,0
2019-12-02 16:15:00,3,0,1,0,16,15,2,0,33,0,1,4,1,4,1,0,3,0,0,0,0,0,1,0,2
2019-12-02 16:30:00,0,0,1,0,16,30,2,0,30,0,4,2,4,0,7,2,6,0,0,0,0,0,1,2,3
2019-12-02 16:45:00,1,0,1,0,16,45,2,0,37,0,0,3,3,0,5,1,3,0,0,0,0,0,0,2,3
2019-12-02 17:00:00,5,1,1,0,17,0,2,0,53,4,0,3,1,7,1,2,1,0,0,0,0,0,0,1,0
2019-12-02 17:15:00,4,0,1,0,17,15,2,0,57,8,9,0,3,4,1,4,10,0,2,0,0,0,2,0,3
2019-12-02 17:30:00,3,1,1,0,17,30,2,0,135,10,2,2,0,4,3,2,7,1,0,0,3,0,1,0,0
2019-12-02 17:45:00,2,0,1,0,17,45,2,0,77,6,1,6,5,2,1,0,6,0,0,0,5,1,0,0,0
2019-12-02 18:00:00,2,0,1,0,18,0,2,0,71,0,7,6,11,1,14,0,6,0,0,0,0,0,0,0,6
2019-12-02 18:15:00,1,0,1,0,18,15,2,0,49,0,4,1,3,3,0,2,8,0,0,0,0,0,2,0,5
2019-12-02 18:30:00,1,1,1,0,18,30,2,0,60,0,2,2,1,7,2,1,5,0,0,0,0,0,0,0,1
2019-12-02 18:45:00,0,0,1,0,18,45,2,0,75,0,2,8,1,1,0,4,3,0,0,1,1,0,0,0,1
2019-12-02 19:00:00,3,0,1,0,19,0,2,0,59,0,3,11,6,0,1,1,1,0,4,0,1,2,0,3,1
2019-12-02 19:15:00,0,0,1,0,19,15,2,0,40,2,1,9,6,2,3,0,3,0,2,0,0,0,0,0,1
2019-12-02 19:30:00,3,0,1,0,19,30,2,0,54,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,2
2019-12-02 19:45:00,1,0,1,0,19,45,2,0,23,1,0,2,0,1,1,0,0,0,1,1,0,0,0,0,1
2019-12-02 20:00:00,0,0,1,0,20,0,2,0,86,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2019-12-02 20:15:00,0,0,1,0,20,15,2,0,27,0,0,0,1,5,1,0,1,0,0,0,1,0,0,0,1
2019-12-02 20:30:00,1,0,1,0,20,30,2,0,65,0,0,0,8,5,0,2,0,0,0,0,0,0,1,0,0
2019-12-02 20:45:00,0,0,1,0,20,45,2,0,45,0,0,0,2,1,1,0,0,0,0,1,0,4,1,1,4
2019-12-02 21:00:00,1,0,1,0,21,0,2,0,43,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
2019-12-02 21:15:00,0,0,1,0,21,15,2,0,38,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-12-02 21:30:00,0,0,1,0,21,30,2,0,33,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0
2019-12-02 21:45:00,0,0,1,0,21,45,2,0,48,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02 22:00:00,0,0,1,0,22,0,2,0,25,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2019-12-02 22:15:00,0,0,1,0,22,15,2,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2019-12-02 22:30:00,0,0,1,0,22,30,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02 22:45:00,0,2,1,0,22,45,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02 23:00:00,0,0,1,0,23,0,2,0,15,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0
2019-12-02 23:15:00,0,0,1,0,23,15,2,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2019-12-02 23:30:00,0,0,1,0,23,30,2,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-12-02 23:45:00,0,0,1,0,23,45,2,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2019-12-03 00:00:00,0,0,1,1,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 00:15:00,0,0,1,1,0,15,3,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
2019-12-03 00:30:00,0,0,1,1,0,30,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 00:45:00,0,0,1,1,0,45,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2019-12-03 01:00:00,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-12-03 01:15:00,0,0,1,1,1,15,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 01:30:00,0,0,1,1,1,30,3,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2019-12-03 01:45:00,0,0,1,1,1,45,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 02:00:00,0,0,1,1,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 02:15:00,0,0,1,1,2,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-12-03 02:30:00,0,0,1,1,2,30,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2019-12-03 02:45:00,0,0,1,1,2,45,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2019-12-03 03:00:00,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 03:15:00,0,0,1,1,3,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 03:30:00,0,0,1,1,3,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 03:45:00,0,0,1,1,3,45,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 04:00:00,1,0,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-12-03 04:15:00,0,0,1,1,4,15,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-12-03 04:30:00,0,0,1,1,4,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-12-03 04:45:00,0,0,1,1,4,45,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 05:00:00,0,0,1,1,5,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 05:15:00,0,0,1,1,5,15,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-12-03 05:30:00,0,0,1,1,5,30,3,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-03 05:45:00,0,0,1,1,5,45,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03 06:00:00,0,0,1,1,6,0,3,0,14,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
2019-12-03 06:15:00,0,0,1,1,6,15,3,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2019-12-03 06:30:00,0,0,1,1,6,30,3,0,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
